#Bx [T], By [T], Bz [T] on 3D mesh: inmost loop vs X (horizontal transverse position), outmost loop vs Z (longitudinal position)
#0.0 #initial X position [m]
#0.0 #step of X [m]
#1 #number of points vs X
#0.0 #initial Y position [m]
#0.0 #step of Y [m]
#1 #number of points vs Y
#-2.6103174033 #initial Z position [m]
#0.0003238 #step of Z [m]
#15025 #number of points vs Z
-2.37984686377561e-05	-2.024449e-05	-2.13607710917234e-06
-5.05504149287971e-05	-8.445608e-06	-1.61161685857996e-05
8.11235376893706e-05	1.207929e-06	-9.41563670691284e-06
1.02070647264625e-05	-8.997032e-05	-7.67025014763206e-05
1.3777133856904e-05	2.373303e-05	-6.21976636965135e-05
-4.59288985358193e-05	-5.587421e-06	9.7879574151075e-06
-1.71744088774292e-05	-8.806024e-06	2.48735594138584e-05
-2.07808401896671e-05	-2.096363e-05	-1.39165051824223e-05
-2.62290148453501e-05	1.157372e-05	-4.34985611056975e-05
-3.15537932879914e-05	-3.526716e-05	-4.78119637313205e-05
-3.81375639665738e-05	-1.059612e-05	-2.45269094825092e-05
-6.81733602758141e-06	9.784209e-06	4.09861003162651e-05
-2.67220753774416e-05	8.129555e-05	6.32522508179703e-06
-4.25006738790292e-05	2.989433e-06	-3.84402805109654e-05
1.7254020220536e-06	1.049761e-05	-2.43096989110519e-05
-3.63570351194165e-05	2.301162e-05	-1.61348950059303e-05
-6.30455680235206e-06	0.0001302789	-2.87994458401738e-05
-6.63966548543287e-05	-5.744042e-05	-6.86546577164069e-05
6.49942955408032e-05	-8.819111e-05	-3.99892538176419e-05
6.50619867351055e-05	-2.704901e-05	-1.54833553667397e-07
7.17894779840087e-05	-6.781136e-05	7.20026792704645e-06
7.78164734940686e-06	5.089783e-05	-1.73328312481543e-05
-1.1189037610191e-05	-7.996954e-05	-3.84076493838756e-05
-5.16581369562164e-05	5.089669e-05	-5.29893550374745e-05
-4.28275810124444e-05	4.770936e-06	-2.73831192642059e-05
5.04322859690267e-05	1.909883e-06	1.69287037768528e-06
-1.55722918445765e-05	-4.564611e-05	2.71463029460891e-05
-5.49408754269534e-06	1.513844e-05	-1.33395829041847e-05
-1.23009397969236e-05	8.271662e-05	-7.12609853569592e-05
4.67137584474717e-05	5.375373e-05	-4.83869194014103e-05
-3.77037189176677e-05	2.979696e-06	-1.69626502363725e-05
1.47136272153456e-05	6.233401e-05	-2.36929778632753e-05
2.33452640084399e-05	2.836528e-05	-1.6271405546163e-05
3.11226678117932e-05	6.948406e-05	2.67048631328755e-05
1.74775973314474e-06	7.625683e-06	3.50640680836201e-05
0.000101958302682496	8.69779e-06	-3.73946650081292e-05
-4.27157316826242e-05	-3.420992e-05	-6.39706834971625e-05
-2.89394398880398e-05	2.693218e-05	-2.39633643969073e-05
2.66671046504078e-06	3.050721e-05	-6.76257464775598e-05
-1.39151657095802e-05	-4.100527e-05	-0.000122628107281911
-5.48334916669284e-05	5.160207e-05	-8.25551078303788e-05
-8.41983281610803e-05	2.013626e-05	-6.09317608386209e-05
-3.99379225502655e-05	2.871712e-05	-2.39704495048707e-05
3.74590948202651e-05	3.980089e-05	-4.86883515622852e-05
6.04892881400749e-05	5.517538e-05	-5.5198581674675e-05
2.34353152536974e-05	3.515148e-05	-3.92765938056279e-06
3.60483625752421e-05	-0.000108588	-2.81022406922386e-05
1.04736786775608e-06	-5.066396e-05	-2.68976309549051e-05
-1.09299209991533e-05	-2.70656e-05	-3.89000078364917e-05
-6.67689068991413e-05	3.729454e-05	-2.16836554001232e-05
-1.52844927562105e-05	2.048867e-05	-2.24172153665554e-05
3.3577144637842e-05	1.977298e-05	-5.96656486086056e-05
7.85370783754297e-05	-1.02626e-05	-6.00579972335709e-05
0.000101137638517012	3.15713e-05	-4.46883223786826e-05
5.49255786924733e-05	4.587311e-05	-2.74466090529332e-05
3.46943271663514e-05	7.26895e-05	1.19281957435426e-05
2.07828714101913e-05	-1.562828e-05	5.33189876217408e-05
-2.29418110630553e-05	-3.279172e-05	3.66566249296526e-05
